種別,放送局名,事業者名,本社所在地,系列,放送対象地域,コールサイン,周波数(kHz),出力(kW),送信所名,送信所所在地,親局
AM放送,NBC長崎放送,長崎放送株式会社,長崎県長崎市,JRN/NRN,長崎県・佐賀県,-,1062,0.1,平戸,長崎県平戸市,中継局
AM放送,NBC長崎放送,長崎放送株式会社,長崎県長崎市,JRN/NRN,長崎県・佐賀県,-,1431,1,福江,長崎県五島市,中継局
AM放送,NBC長崎放送,長崎放送株式会社,長崎県長崎市,JRN/NRN,長崎県・佐賀県,JOUO,1458,1,佐賀(鍋島),佐賀県佐賀市,中継局
AM放送,NBC長崎放送,長崎放送株式会社,長崎県長崎市,JRN/NRN,長崎県・佐賀県,-,1458,0.1,唐津,佐賀県唐津市,中継局
AM放送,NBC長崎放送,長崎放送株式会社,長崎県長崎市,JRN/NRN,長崎県・佐賀県,-,1116,0.1,伊万里,佐賀県伊万里市,中継局
AM放送,NBC長崎放送,長崎放送株式会社,長崎県長崎市,JRN/NRN,長崎県・佐賀県,-,1458,0.1,有田,佐賀県西松浦郡有田町,中継局
AM放送,RKKラジオ,株式会社熊本放送,熊本県熊本市,JRN/NRN,熊本県,JOBF,1197,10,熊本,熊本県合志市,親局
AM放送,RKKラジオ,株式会社熊本放送,熊本県熊本市,JRN/NRN,熊本県,-,1197,1,人吉,熊本県球磨郡錦町,中継局
AM放送,RKKラジオ,株式会社熊本放送,熊本県熊本市,JRN/NRN,熊本県,-,1197,1,御所浦,熊本県天草市,中継局
AM放送,RKKラジオ,株式会社熊本放送,熊本県熊本市,JRN/NRN,熊本県,-,1197,0.1,荒尾,熊本県荒尾市,中継局
AM放送,RKKラジオ,株式会社熊本放送,熊本県熊本市,JRN/NRN,熊本県,-,1197,1,阿蘇,熊本県阿蘇市,中継局
AM放送,RKKラジオ,株式会社熊本放送,熊本県熊本市,JRN/NRN,熊本県,-,1197,0.1,南阿蘇,熊本県阿蘇郡南阿蘇村,中継局
AM放送,RKKラジオ,株式会社熊本放送,熊本県熊本市,JRN/NRN,熊本県,-,1197,0.1,蘇陽南,熊本県上益城郡山都町,中継局
AM放送,RKKラジオ,株式会社熊本放送,熊本県熊本市,JRN/NRN,熊本県,-,1197,0.1,蘇陽北,熊本県上益城郡山都町,中継局
AM放送,RKKラジオ,株式会社熊本放送,熊本県熊本市,JRN/NRN,熊本県,-,1197,0.1,小国,熊本県阿蘇郡小国町,中継局
AM放送,RKKラジオ,株式会社熊本放送,熊本県熊本市,JRN/NRN,熊本県,-,1197,0.1,河浦,熊本県天草市,中継局
AM放送,OBSラジオ,株式会社大分放送,大分県大分市,JRN/NRN,大分県,JOGF,1098,5,大分(杵築),大分県杵築市,親局
AM放送,OBSラジオ,株式会社大分放送,大分県大分市,JRN/NRN,大分県,-,1557,0.1,中津,大分県中津市,中継局
AM放送,OBSラジオ,株式会社大分放送,大分県大分市,JRN/NRN,大分県,-,1557,0.1,日田,大分県日田市,中継局
AM放送,OBSラジオ,株式会社大分放送,大分県大分市,JRN/NRN,大分県,-,1269,0.1,佐伯,大分県佐伯市,中継局
AM放送,OBSラジオ,株式会社大分放送,大分県大分市,JRN/NRN,大分県,-,1098,0.1,湯布院,大分県由布市,中継局
AM放送,OBSラジオ,株式会社大分放送,大分県大分市,JRN/NRN,大分県,-,1557,0.1,竹田,大分県竹田市,中継局
AM放送,MRT宮崎放送,株式会社宮崎放送,宮崎県宮崎市,JRN/NRN,宮崎県,JONF,936,5,宮崎,宮崎県宮崎市,親局
AM放送,MRT宮崎放送,株式会社宮崎放送,宮崎県宮崎市,JRN/NRN,宮崎県,-,936,1,延岡,宮崎県延岡市,中継局
AM放送,MRT宮崎放送,株式会社宮崎放送,宮崎県宮崎市,JRN/NRN,宮崎県,-,936,1,高千穂,宮崎県西臼杵郡高千穂町,中継局
AM放送,MRT宮崎放送,株式会社宮崎放送,宮崎県宮崎市,JRN/NRN,宮崎県,-,936,1,小林,宮崎県小林市,中継局
AM放送,MRT宮崎放送,株式会社宮崎放送,宮崎県宮崎市,JRN/NRN,宮崎県,-,936,1,日南,宮崎県日南市,中継局
AM放送,MRT宮崎放送,株式会社宮崎放送,宮崎県宮崎市,JRN/NRN,宮崎県,-,936,0.1,都城,宮崎県都城市,中継局
AM放送,MRT宮崎放送,株式会社宮崎放送,宮崎県宮崎市,JRN/NRN,宮崎県,-,936,0.1,串間,宮崎県串間市,中継局
AM放送,MBCラジオ,株式会社南日本放送,鹿児島県鹿児島市,JRN/NRN,鹿児島県,JOCF,1107,20,鹿児島(隼人),鹿児島県霧島市,親局
AM放送,MBCラジオ,株式会社南日本放送,鹿児島県鹿児島市,JRN/NRN,鹿児島県,-,1107,1,阿久根,鹿児島県阿久根市,中継局
AM放送,MBCラジオ,株式会社南日本放送,鹿児島県鹿児島市,JRN/NRN,鹿児島県,-,1107,1,大口,鹿児島県伊佐市,中継局
AM放送,MBCラジオ,株式会社南日本放送,鹿児島県鹿児島市,JRN/NRN,鹿児島県,-,1107,0.1,川内,鹿児島県薩摩川内市,中継局
AM放送,MBCラジオ,株式会社南日本放送,鹿児島県鹿児島市,JRN/NRN,鹿児島県,-,1449,0.3,名瀬,鹿児島県奄美市,中継局
AM放送,RBCiラジオ,琉球放送株式会社,沖縄県那覇市,JRN,沖縄県,JORR,738,10,那覇,沖縄県豊見城市,親局
AM放送,ラジオ沖縄,株式会社ラジオ沖縄,沖縄県那覇市,NRN,沖縄県,JOXR,864,10,那覇(大里),沖縄県南城市,親局
