種別,放送局名,事業者名,本社所在地,系列,放送対象地域,コールサイン,周波数(kHz),出力(kW),送信所名,送信所所在地,親局
AM放送,NHK長野第2放送,NHK長野放送局,-,NHK,長野県,-,1476,1,飯田,長野県飯田市,中継局
AM放送,NHK長野第2放送,NHK長野放送局,-,NHK,長野県,-,1539,0.1,伊那,長野県伊那市,中継局
AM放送,NHK長野第2放送,NHK長野放送局,-,NHK,長野県,-,1539,0.1,小諸,長野県小諸市,中継局
AM放送,NHK長野第2放送,NHK長野放送局,-,NHK,長野県,-,1359,0.1,岡谷諏訪,長野県岡谷市,中継局
AM放送,NHK長野第2放送,NHK長野放送局,-,NHK,長野県,-,1602,0.1,木曽福島,長野県木曽郡木曽町,中継局
AM放送,NHK長野第2放送,NHK長野放送局,-,NHK,長野県,-,1602,0.1,上田,長野県上田市,中継局
AM放送,NHK長野第2放送,NHK長野放送局,-,NHK,長野県,-,1512,0.1,駒ヶ根,長野県駒ヶ根市,中継局
AM放送,NHK富山第2放送,NHK富山放送局,-,NHK,富山県,JOIC,1035,1,富山,富山県富山市,親局
AM放送,NHK金沢第2放送,NHK金沢放送局,-,NHK,石川県,JOJB,1386,10,金沢,石川県野々市市,親局
AM放送,NHK金沢第2放送,NHK金沢放送局,-,NHK,石川県,-,1467,0.1,七尾,石川県七尾市,中継局
AM放送,NHK金沢第2放送,NHK金沢放送局,-,NHK,石川県,-,1359,0.1,輪島,石川県輪島市,中継局
AM放送,NHK福井第2放送,NHK福井放送局,-,NHK,福井県,JOFC,1521,1,福井,福井県福井市,親局
AM放送,NHK福井第2放送,NHK福井放送局,-,NHK,福井県,-,1512,0.1,敦賀,福井県敦賀市,中継局
AM放送,NHK福井第2放送,NHK福井放送局,-,NHK,福井県,-,1359,0.1,小浜,福井県小浜市,中継局
AM放送,NHK福井第2放送,NHK福井放送局,-,NHK,福井県,-,1359,0.1,勝山,福井県勝山市,中継局
AM放送,NHK名古屋第2放送,NHK岐阜放送局,-,NHK,中京広域圏,-,1125,1,高山,岐阜県高山市,中継局
AM放送,NHK名古屋第2放送,NHK岐阜放送局,-,NHK,中京広域圏,-,1521,0.1,郡上八幡,岐阜県郡上市,中継局
AM放送,NHK名古屋第2放送,NHK岐阜放送局,-,NHK,中京広域圏,-,1602,0.1,萩原,岐阜県下呂市,中継局
AM放送,NHK名古屋第2放送,NHK岐阜放送局,-,NHK,中京広域圏,-,1359,0.1,中津川,岐阜県中津川市,中継局
AM放送,NHK名古屋第2放送,NHK岐阜放送局,-,NHK,中京広域圏,-,1539,0.1,神岡,岐阜県飛騨市,中継局
AM放送,NHK静岡第2放送,NHK静岡放送局,-,NHK,静岡県,JOPB,639,10,静岡,静岡県静岡市,親局
AM放送,NHK静岡第2放送,NHK静岡放送局,-,NHK,静岡県,-,1521,1,浜松,静岡県浜松市,中継局
AM放送,NHK名古屋第2放送,NHK名古屋放送局,-,NHK,中京広域圏,JOCB,909,10,名古屋,愛知県弥富市,親局
AM放送,NHK名古屋第2放送,NHK名古屋放送局,-,NHK,中京広域圏,-,1359,0.1,豊橋,愛知県岡崎市,中継局
AM放送,NHK名古屋第2放送,NHK津放送局,-,NHK,中京広域圏,-,1539,0.1,尾鷲,三重県尾鷲市,中継局
AM放送,NHK名古屋第2放送,NHK津放送局,-,NHK,中京広域圏,-,1602,0.1,熊野,三重県熊野市,中継局
AM放送,NHK大阪第2放送,NHK京都放送局,-,NHK,近畿広域圏,-,1359,0.1,福知山,京都府福知山市,中継局
AM放送,NHK大阪第2放送,NHK京都放送局,-,NHK,近畿広域圏,-,1602,0.1,舞鶴,京都府舞鶴市,中継局
AM放送,NHK大阪第2放送,NHK大阪放送局,-,NHK,近畿広域圏,JOBB,828,300,大阪,大阪府羽曳野市,親局
AM放送,NHK大阪第2放送,NHK神戸放送局,-,NHK,近畿広域圏,-,1539,0.1,豊岡,兵庫県豊岡市,中継局
AM放送,NHK大阪第2放送,NHK和歌山放送局,-,NHK,近畿広域圏,-,1359,0.1,新宮,和歌山県新宮市,中継局
AM放送,NHK大阪第2放送,NHK和歌山放送局,-,NHK,近畿広域圏,-,1602,0.1,田辺,和歌山県田辺市,中継局
AM放送,NHK大阪第2放送,NHK和歌山放送局,-,NHK,近畿広域圏,-,1602,0.1,古座,和歌山県東牟婁郡串本町,中継局
AM放送,NHK鳥取第2放送,NHK鳥取放送局,-,NHK,鳥取県,JOLC,1125,1,鳥取,鳥取県鳥取市,親局
AM放送,NHK鳥取第2放送,NHK鳥取放送局,-,NHK,鳥取県,-,1521,1,米子,鳥取県米子市,中継局
AM放送,NHK鳥取第2放送,NHK鳥取放送局,-,NHK,鳥取県,-,1359,0.1,倉吉,鳥取県倉吉市,中継局
AM放送,NHK松江第2放送,NHK松江放送局,-,NHK,島根県,JOTB,1593,10,松江,島根県出雲市,親局
AM放送,NHK松江第2放送,NHK松江放送局,-,NHK,島根県,-,1512,0.1,石見,島根県邑智郡石見町,中継局
AM放送,NHK松江第2放送,NHK松江放送局,-,NHK,島根県,-,1602,0.1,川本,島根県邑智郡川本町,中継局
AM放送,NHK松江第2放送,NHK松江放送局,-,NHK,島根県,-,1539,0.1,益田,島根県益田市,中継局
AM放送,NHK松江第2放送,NHK松江放送局,-,NHK,島根県,-,1359,0.1,津和野,島根県鹿足郡津和野町,中継局
AM放送,NHK松江第2放送,NHK松江放送局,-,NHK,島根県,-,1359,0.1,浜田,島根県浜田市,中継局
AM放送,NHK岡山第2放送,NHK岡山放送局,-,NHK,岡山県,JOKB,1386,5,岡山,岡山県岡山市,親局
AM放送,NHK岡山第2放送,NHK岡山放送局,-,NHK,岡山県,-,1152,0.1,津山,岡山県津山市,中継局
AM放送,NHK岡山第2放送,NHK岡山放送局,-,NHK,岡山県,-,1125,0.1,新見,岡山県新見市,中継局
AM放送,NHK広島第2放送,NHK広島放送局,-,NHK,広島県,JOFB,702,10,広島,広島県広島市,親局
AM放送,NHK広島第2放送,NHK広島放送局,-,NHK,広島県,-,1602,1,福山,広島県尾道市,中継局
AM放送,NHK広島第2放送,NHK広島放送局,-,NHK,広島県,-,1359,0.1,庄原,広島県庄原市,中継局
AM放送,NHK広島第2放送,NHK広島放送局,-,NHK,広島県,-,1035,0.1,三次,広島県三次市,中継局
AM放送,NHK広島第2放送,NHK広島放送局,-,NHK,広島県,-,1602,0.1,東城,広島県庄原市,中継局
AM放送,NHK広島第2放送,NHK広島放送局,-,NHK,広島県,-,1521,0.1,呉,広島県呉市,中継局
AM放送,NHK広島第2放送,NHK広島放送局,-,NHK,広島県,-,1467,0.1,福山木之庄,広島県福山市,中継局
AM放送,NHK山口第2放送,NHK山口放送局,-,NHK,山口県,JOUC,1377,5,山口,山口県防府市,親局
AM放送,NHK山口第2放送,NHK山口放送局,-,NHK,山口県,-,1125,1,萩,山口県萩市,中継局
AM放送,NHK山口第2放送,NHK山口放送局,-,NHK,山口県,-,1359,0.1,下関,山口県下関市,中継局
AM放送,NHK松山第2放送,NHK徳島放送局,-,NHK,徳島県,-,1359,0.1,池田,徳島県三好市,中継局
AM放送,NHK高松第2放送,NHK高松放送局,-,NHK,香川県,JOHD,1035,1,高松,香川県高松市,親局
AM放送,NHK松山第2放送,NHK松山放送局,-,NHK,愛媛県,JOZB,1512,5,松山,愛媛県松山市,親局
AM放送,NHK松山第2放送,NHK松山放送局,-,NHK,愛媛県,-,1602,1,宇和島,愛媛県宇和島市,中継局
AM放送,NHK松山第2放送,NHK松山放送局,-,NHK,愛媛県,-,1035,0.1,新居浜,愛媛県新居浜市,中継局
AM放送,NHK松山第2放送,NHK松山放送局,-,NHK,愛媛県,-,1476,0.1,今治,愛媛県今治市,中継局
AM放送,NHK松山第2放送,NHK松山放送局,-,NHK,愛媛県,-,1035,0.1,八幡浜,愛媛県八幡浜市,中継局
AM放送,NHK松山第2放送,NHK松山放送局,-,NHK,愛媛県,-,1539,0.1,城辺,愛媛県南宇和郡愛南町,中継局
AM放送,NHK松山第2放送,NHK松山放送局,-,NHK,愛媛県,-,1476,0.1,大洲,愛媛県大洲市,中継局
AM放送,NHK高知第2放送,NHK高知放送局,-,NHK,高知県,JORB,1152,10,高知,高知県高知市,親局
AM放送,NHK高知第2放送,NHK高知放送局,-,NHK,高知県,-,1521,1,中村,高知県四万十市,中継局
AM放送,NHK高知第2放送,NHK高知放送局,-,NHK,高知県,-,1467,0.1,梼原,高知県高岡郡梼原町,中継局
AM放送,NHK高知第2放送,NHK高知放送局,-,NHK,高知県,-,1035,0.1,大正,高知県高岡郡四万十町,中継局
AM放送,NHK福岡第2放送,NHK福岡放送局,-,NHK,福岡県,JOLB,1017,50,福岡,福岡県春日市,親局
AM放送,NHK北九州第2放送,NHK北九州放送局,-,NHK,福岡県,JOSB,1602,1,北九州,福岡県北九州市,親局
AM放送,NHK長崎第2放送,NHK長崎放送局,-,NHK,長崎県,JOAC,1377,1,長崎,長崎県長崎市,親局
AM放送,NHK長崎第2放送,NHK長崎放送局,-,NHK,長崎県,-,1512,0.5,佐世保,長崎県佐世保市,中継局
AM放送,NHK熊本第2放送,NHK熊本放送局,-,NHK,熊本県,JOGB,873,500,熊本,熊本県熊本市,親局
AM放送,NHK熊本第2放送,NHK熊本放送局,-,NHK,熊本県,-,1602,1,人吉,熊本県人吉市,中継局
AM放送,NHK大分第2放送,NHK大分放送局,-,NHK,大分県,JOID,1467,1,大分,大分県大分市,親局
AM放送,NHK大分第2放送,NHK大分放送局,-,NHK,大分県,-,1521,0.1,佐伯,大分県佐伯市,中継局
AM放送,NHK宮崎第2放送,NHK宮崎放送局,-,NHK,宮崎県,JOMC,1467,1,宮崎,宮崎県宮崎市,親局
AM放送,NHK宮崎第2放送,NHK宮崎放送局,-,NHK,宮崎県,-,1602,1,延岡,宮崎県延岡市,中継局
AM放送,NHK宮崎第2放送,NHK宮崎放送局,-,NHK,宮崎県,-,1359,0.1,都城,宮崎県都城市,中継局
AM放送,NHK宮崎第2放送,NHK宮崎放送局,-,NHK,宮崎県,-,1539,0.1,小林,宮崎県小林市,中継局
AM放送,NHK宮崎第2放送,NHK宮崎放送局,-,NHK,宮崎県,-,1602,0.1,日南,宮崎県日南市,中継局
AM放送,NHK宮崎第2放送,NHK宮崎放送局,-,NHK,宮崎県,-,1359,0.1,高千穂,宮崎県西臼杵郡高千穂町,中継局
AM放送,NHK宮崎第2放送,NHK宮崎放送局,-,NHK,宮崎県,-,1512,0.1,串間,宮崎県串間市,中継局
AM放送,NHK鹿児島第2放送,NHK鹿児島放送局,-,NHK,鹿児島県,JOHC,1386,10,鹿児島,鹿児島県霧島市,親局
AM放送,NHK鹿児島第2放送,NHK鹿児島放送局,-,NHK,鹿児島県,-,1467,0.1,阿久根,鹿児島県阿久根市,中継局
AM放送,NHK鹿児島第2放送,NHK鹿児島放送局,-,NHK,鹿児島県,-,1602,1,名瀬,鹿児島県奄美市,中継局
AM放送,NHK鹿児島第2放送,NHK鹿児島放送局,-,NHK,鹿児島県,-,1539,0.1,徳之島,鹿児島県大島郡徳之島町,中継局
AM放送,NHK沖縄第2放送,NHK沖縄放送局,-,NHK,沖縄県,JOAD,1125,10,沖縄,沖縄県豊見城市,親局
AM放送,NHK沖縄第2放送,NHK沖縄放送局,-,NHK,沖縄県,-,1602,0.1,平良,沖縄県宮古島市,中継局
AM放送,NHK沖縄第2放送,NHK沖縄放送局,-,NHK,沖縄県,-,1521,1,石垣,沖縄県石垣市,中継局
